1 247 3.6 0.399078618162614
1 247 4.5 0.133026206054204
1 247 5.8 -0.013675776940204
1 247 8 0.149761163697892
1 247 24 -0.088822543562152
2 266 3.6 0.214001255353097
2 266 4.5 0.071333751784366
2 266 5.8 0.053500974649349
2 266 8 0.81169644127861
2 266 24 0.525543213754292
3 272 3.6 0.474122519592667
3 272 4.5 0.158040839864222
3 272 5.8 0.402427352311404
3 272 8 1.099355131585806
3 272 24 0.961019886150659
4 134 3.6 0.298224110263808
4 134 4.5 0.099408036754603
4 134 5.8 0.397768880484831
4 134 8 0.902831290605651
4 134 24 0.566085742675135
5 281 3.6 -0.599635302814333
5 281 4.5 -0.199878434271444
5 281 5.8 -0.428958502955144
5 281 8 -0.785800962748841
5 281 24 0.479902827443775
6 123 3.6 0.189375217799768
6 123 4.5 0.063125072599922
6 123 5.8 0.302489979221154
6 123 8 0.526458042833951
7 GK_25 3.6 0.243265116780973
7 GK_25 4.5 0.081088372260325
7 GK_25 5.8 0.055883682181079
7 GK_25 8 0.128310601079274
7 GK_25 24 0.595896286256515
8 GK_57 3.6 0.479139591824625
8 GK_57 4.5 0.159713197274876
8 GK_57 5.8 0.454068305058332
8 GK_57 8 0.696259500407908
8 GK_57 24 0.975061018223135
9 GK_78 3.6 0.370681129625639
9 GK_78 4.5 0.12356037654188
9 GK_78 5.8 0.016919357112585
9 GK_78 8 0.055715356018366
9 GK_78 24 0.089750609418536
10 GK_132 3.6 0.589484850967109
10 GK_132 4.5 0.19649495032237
10 GK_132 5.8 0.032076196582777
10 GK_132 8 0.068505462209451
10 GK_132 24 -0.10518697613489
11 GK_376 3.6 0.323869026690886
11 GK_376 4.5 0.107956342230295
11 GK_376 5.8 0.172121865270237
11 GK_376 8 0.451880359266861
11 GK_376 24 0.108913985022431
12 GK_393 3.6 0.454730533940754
12 GK_393 4.5 0.151576844646918
12 GK_393 5.8 0.060110800872163
12 GK_393 8 0.12862764657595
12 GK_393 24 0.480248697922743
13 GK_517 3.6 0.627433586767006
13 GK_517 4.5 0.209144528922335
13 GK_517 5.8 0.229440843654748
13 GK_517 8 0.13160281097244
13 GK_517 24 0.605116947930179
14 GK_1456 3.6 0.045288331896087
14 GK_1456 4.5 0.01509611063203
14 GK_1456 5.8 -0.141488111726931
14 GK_1456 8 0.043682805180669
15 GK_1555 3.6 0.425258476020671
15 GK_1555 4.5 0.141752825340223
15 GK_1555 5.8 0.47816927812439
15 GK_1555 8 0.58392024076948
15 GK_1555 24 1.444596257613018
16 GK_1665 3.6 0.559283498577862
16 GK_1665 4.5 0.186427832859287
16 GK_1665 5.8 0.302470221593104
16 GK_1665 8 0.474240984227848
16 GK_1665 24 2.949847708156922
17 GK_1672 3.6 0.222925254122899
17 GK_1672 4.5 0.074308418040966
17 GK_1672 5.8 0.354987458983945
17 GK_1672 8 0.663424703944672
17 GK_1672 24 -0.909107114717328
18 GK_2034 3.6 0.255918031160659
18 GK_2034 4.5 0.085306010386887
18 GK_2034 5.8 0.088683995498201
18 GK_2034 8 0.209805115028216
18 GK_2034 24 0.090370360388238
19 GK_2035 3.6 0.215114293519024
19 GK_2035 4.5 0.071704764506341
19 GK_2035 5.8 0.032796266934092
19 GK_2035 8 0.276190373299002
19 GK_2035 24 1.11974637451276
20 GK_2343 3.6 0.314070163585139
20 GK_2343 4.5 0.10469005452838
20 GK_2343 5.8 0.041050716782141
20 GK_2343 8 0.130536711710992
20 GK_2343 24 0.479274139019916
21 GK_2509 3.6 0.506736233548041
21 GK_2509 4.5 0.168912077849347
21 GK_2509 5.8 0.544291676593188
21 GK_2509 8 0.74207848496369
21 GK_2509 24 0.334354206807507
22 GK_2812 3.6 0.456547861814016
22 GK_2812 4.5 0.152182620604671
22 GK_2812 5.8 0.286097068097124
22 GK_2812 8 0.250858739891248
22 GK_2812 24 0.359749078024624
23 GK_2935 3.6 0.21993055542973
23 GK_2935 4.5 0.073310185143244
23 GK_2935 5.8 -0.03731027018971
23 GK_2935 8 0.162381540139497
23 GK_2935 24 1.21344551238127
24 GK_2948 3.6 0.182742864585787
24 GK_2948 4.5 0.060914288195262
24 GK_2948 5.8 0.318919785151992
24 GK_2948 8 0.739650372855474
24 GK_2948 24 0.040680368519455
25 GK_2975 3.6 0.433032835480592
25 GK_2975 4.5 0.144344278493531
25 GK_2975 5.8 0.123180798779856
25 GK_2975 8 0.177143598960033
26 GK_3168 3.6 0.1877994787439
26 GK_3168 4.5 0.062599826247967
26 GK_3168 5.8 0.142176883193443
26 GK_3168 8 0.329715119788721
26 GK_3168 24 0.3944795204957
27 GK_3273 3.6 0.29531229746846
27 GK_3273 4.5 0.098437432489487
27 GK_3273 5.8 0.024944759726633
27 GK_3273 8 0.197894634511423
27 GK_3273 24 -0.045429228256857
28 GK_3319 3.6 0.317521283767713
28 GK_3319 4.5 0.105840427922571
28 GK_3319 5.8 0.011137114313224
28 GK_3319 8 0.09704819093003
28 GK_3319 24 0.445028964179063
29 GK_3388 3.6 0.246936299013372
29 GK_3388 4.5 0.082312099671125
29 GK_3388 5.8 0.22247732337833
29 GK_3388 8 0.800930890845294
29 GK_3388 24 0.521962625918968
30 GK_3494 3.6 0.179810490523447
30 GK_3494 4.5 0.059936830174482
30 GK_3494 5.8 0.234738675804497
30 GK_3494 8 0.512552274110481
30 GK_3494 24 0.565462784518317
31 GK_3590 3.6 0.429210892000167
31 GK_3590 4.5 0.14307029733339
31 GK_3590 5.8 0.293528454220242
31 GK_3590 8 0.425020362074335
31 GK_3590 24 0.754296827385691
32 GK_3746 3.6 0.327965414611718
32 GK_3746 4.5 0.109321804870573
32 GK_3746 5.8 0.233544202007357
32 GK_3746 8 0.3393948763925
32 GK_3746 24 -0.110403251115928
33 GK_3767 3.6 0.381961894518994
33 GK_3767 4.5 0.127320631506331
33 GK_3767 5.8 0.15669617619883
33 GK_3767 8 0.331240984426769
33 GK_3767 24 0.476655306744867
34 GK_3874 3.6 0.381848865678103
34 GK_3874 4.5 0.127282955226034
34 GK_3874 5.8 -0.00912335086999
34 GK_3874 8 0.023375621128253
34 GK_3874 24 1.965314482331962
35 GK_3942 3.6 0.146735833729263
35 GK_3942 4.5 0.048911944576421
35 GK_3942 5.8 -0.134508698548103
35 GK_3942 8 -0.005029959487601
35 GK_3942 24 0.364798188221604
36 GK_4036 3.6 0.519883100311208
36 GK_4036 4.5 0.173294366770403
36 GK_4036 5.8 0.04973479569143
36 GK_4036 8 0.086964738541615
36 GK_4036 24 1.195821457611736
37 GK_4190 3.6 0.587017451948372
37 GK_4190 4.5 0.19567248398279
37 GK_4190 5.8 0.051848403214116
37 GK_4190 8 0.284067789669301
37 GK_4190 24 0.839085782370761
38 GK_4191 3.6 0.354918889214804
38 GK_4191 4.5 0.118306296404935
38 GK_4191 5.8 0.23107455339203
38 GK_4191 8 0.251001283433526
39 GK_4449 3.6 0.400757592604521
39 GK_4449 4.5 0.133585864201507
39 GK_4449 5.8 0.137313736720751
39 GK_4449 8 0.316677681859312
39 GK_4449 24 -0.020541261534275
40 GK_4832 3.6 0.407057470995344
40 GK_4832 4.5 0.135685823665115
40 GK_4832 5.8 0.508247606675196
40 GK_4832 8 0.629705500809258
41 GK_4931 3.6 0.458905995238089
41 GK_4931 4.5 0.152968665079364
41 GK_4931 5.8 -0.094465131582291
41 GK_4931 8 0.16747965795952
41 GK_4931 24 0.753421758810697
42 GK_4972 3.6 0.072936204080055
42 GK_4972 4.5 0.024312068026685
42 GK_4972 5.8 0.079612891580604
42 GK_4972 8 0.376349158642812
42 GK_4972 24 1.14582662179154
43 GK_5051 3.6 0.570673914767555
43 GK_5051 4.5 0.190224638255852
43 GK_5051 5.8 -0.028902132705891
43 GK_5051 8 0.099796752775717
43 GK_5051 24 1.127295007906559
44 GK_5219 3.6 0.35973689247094
44 GK_5219 4.5 0.119912297490313
44 GK_5219 5.8 0.122492042595864
44 GK_5219 8 0.541881054985415
44 GK_5219 24 0.346292006230456
45 GK_5292 3.6 0.265974525127481
45 GK_5292 4.5 0.088658175042493
45 GK_5292 5.8 -0.089117938268584
45 GK_5292 8 0.178518400482998
45 GK_5292 24 0.246426019005309
46 GK_5313 3.6 0.506736233548041
46 GK_5313 4.5 0.168912077849347
46 GK_5313 5.8 0.544291676593188
46 GK_5313 8 0.74207848496369
46 GK_5313 24 0.348771945161936
47 GK_5426 3.6 0.649243453041754
47 GK_5426 4.5 0.216414484347251
47 GK_5426 5.8 0.230994371744154
47 GK_5426 8 0.248472619200347
47 GK_5426 24 0.683882946515876
48 -- 3.6 0.190309854578249
48 -- 4.5 0.06343661819275
48 -- 5.8 -0.051980055280652
48 -- 8 0.360571569973207
48 -- 24 0.007103340889689
49 GK_5463 3.6 0.101736781581645
49 GK_5463 4.5 0.033912260527215
49 GK_5463 5.8 0.184509866018853
49 GK_5463 8 0.498801262257484
49 GK_5463 24 0.393885594324916
50 GK_5488 3.6 0.222336784642197
50 GK_5488 4.5 0.074112261547398
50 GK_5488 5.8 0.213551803056458
50 GK_5488 8 0.373409214266195
51 GK_5493 3.6 0.440875099818291
51 GK_5493 4.5 0.146958366606096
51 GK_5493 5.8 -0.051628443098544
51 GK_5493 8 0.058827177409519
51 GK_5493 24 -0.183042083020416
52 GK_5722 3.6 0.388248473804289
52 GK_5722 4.5 0.129416157934763
52 GK_5722 5.8 0.223320660803093
52 GK_5722 8 0.450772901279084
52 GK_5722 24 0.411017601760419
53 GK_5777 3.6 0.139958833108846
53 GK_5777 4.5 0.046652944369615
53 GK_5777 5.8 0.111330669134755
53 GK_5777 8 0.271497302742222
53 GK_5777 24 0.735592816864807
54 GK_6016 3.6 0.539392524893728
54 GK_6016 4.5 0.179797508297909
54 GK_6016 5.8 0.104814404963722
54 GK_6016 8 0.257638633655404
54 GK_6016 24 1.050632962761991
55 GK_6143 3.6 0.327284956136062
55 GK_6143 4.5 0.109094985378688
55 GK_6143 5.8 0.080965742282125
55 GK_6143 8 0.175989723174649
55 GK_6143 24 0.929565345581874
56 GK_4766 3.6 0.50712173226424
56 GK_4766 4.5 0.169040577421413
56 GK_4766 5.8 0.389932596239266
56 GK_4766 8 0.627083796331883
56 GK_4766 24 0.906596352009746
57 GK_4783 3.6 0.437014092391273
57 GK_4783 4.5 0.145671364130424
