1  4.548483  -0.781395  3.6  13.803373258266923  -16.993616318057565
1  4.548483  -0.781395  4.5  13.526892416800306  -16.98011763055547
1  4.548483  -0.781395  5.8  12.346215734616031  -16.591481714649525
1  4.548483  -0.781395  8  10.757001306356758  -16.064587093470053
1  4.548483  -0.781395  24  7.088199349885484  -15.07667059729445
2  11.818667  -0.0258  3.6  11.877814213749422  -16.223392700250567
2  11.818667  -0.0258  4.5  11.80027850331594  -16.28947206516172
2  11.818667  -0.0258  5.8  9.842831149675769  -15.590127880673421
2  11.818667  -0.0258  8  8.413040189467333  -15.127002646714283
2  11.818667  -0.0258  24  4.685887230462329  -14.115745749525189
4  17.225237  -0.584033  3.6  11.783761772057751  -16.185771723573897
4  17.225237  -0.584033  4.5  11.858705435961458  -16.31284283821993
4  17.225237  -0.584033  5.8  11.733306503099257  -16.346318022042816
4  17.225237  -0.584033  8  9.982709870497157  -15.754870519126213
4  17.225237  -0.584033  24  7.050818135072254  -15.061718111369158
5  17.784417  0.034222  3.6  11.302941533363214  -15.993443628096083
5  17.784417  0.034222  4.5  11.765570289541138  -16.2755887796518
5  17.784417  0.034222  5.8  10.391667427227251  -15.809662391694014
5  17.784417  0.034222  8  8.698944600150107  -15.241364410987392
5  17.784417  0.034222  24  5.879241630508314  -14.593087509543581
6  28.141688  -0.192917  3.6  11.573795875546839  -16.101785364969533
6  28.141688  -0.192917  4.5  11.724218053540609  -16.25904788525159
6  28.141688  -0.192917  5.8  11.263307571959702  -16.158318449586993
6  28.141688  -0.192917  8  9.823518035407742  -15.691193785090446
6  28.141688  -0.192917  24  0  0
7  28.729475  -0.539626  3.6  12.853712540640492  -16.613752031006992
7  28.729475  -0.539626  4.5  12.716432025467002  -16.655933474022145
7  28.729475  -0.539626  5.8  11.503112426243682  -16.254240391300588
7  28.729475  -0.539626  8  9.530494910618417  -15.573984535174716
7  28.729475  -0.539626  24  5.323470649980965  -14.370779117332642
9  41.581565  -0.884437  3.6  13.857230025724888  -17.015159025040752
9  41.581565  -0.884437  4.5  13.695965343927218  -17.047746801406234
9  41.581565  -0.884437  5.8  12.88420802057066  -16.806678629031378
9  41.581565  -0.884437  8  11.8490607029024  -16.50141085208831
9  41.581565  -0.884437  24  8.862855707441298  -15.786533140316775
10 42.908694  -0.888909  3.6	14.2310	-17.1647
10 42.908694  -0.888909  4.5	13.8844	-17.1231
10 42.908694  -0.888909  5.8	13.4458	-17.0313
10 42.908694  -0.888909  8	11.2700	-16.2698
10 42.908694  -0.888909  24	8.1326	-15.4944
11  47.824267  -0.3903  3.6  13.775926118419797  -16.982637462118717
11  47.824267  -0.3903  4.5  13.980481877701001  -17.161553414915744
11  47.824267  -0.3903  5.8  12.038572066600146  -16.46842424744317
11  47.824267  -0.3903  8  10.554446766263668  -15.983565277432817
11  47.824267  -0.3903  24  8.161806039890388  -15.506113273296412
12  48.707895  0.961547  3.6  13.254831023838358  -16.77419942428614
12  48.707895  0.961547  4.5  13.383618502406469  -16.922808064797934
12  48.707895  0.961547  5.8  12.600010841591576  -16.692999757439743
12  48.707895  0.961547  8  11.418499127158423  -16.32918622179072
12  48.707895  0.961547  24  7.929138941488821  -15.413046433935785
13  54.574569  -0.511079  3.6  13.39931132302382  -16.831991543960324
13  54.574569  -0.511079  4.5  13.465369798463895  -16.955508583220904
13  54.574569  -0.511079  5.8  12.009181591909845  -16.45666805756705
13  54.574569  -0.511079  8  10.564786367582359  -15.987701117960293
13  54.574569  -0.511079  24  7.829744274390897  -15.373288567096616
14  54.657243  -0.256119  3.6  12.941980633300904  -16.64905926807116
14  54.657243  -0.256119  4.5  12.832749706186561  -16.70246054630997
14  54.657243  -0.256119  5.8  11.524290950274521  -16.26271180091292
14  54.657243  -0.256119  8  9.88636863379384  -15.716334024444885
14  54.657243  -0.256119  24  6.620744175324843  -14.889688527470193
15  55.307833  0.810834  3.6  13.337645911556397  -16.807325379373356
15  55.307833  0.810834  4.5  13.570080723810943  -16.99739295335972
15  55.307833  0.810834  5.8  12.013318629482775  -16.458322872596224
15  55.307833  0.810834  8  10.513942663161115  -15.967363636191797
15  55.307833  0.810834  24  7.563336039754388  -15.266725273242011
16  57.4744  -0.3873  3.6  13.441251994468882  -16.848767812538348
16  57.4744  -0.3873  4.5  13.279898427409213  -16.88132003479903
16  57.4744  -0.3873  5.8  12.111654398815945  -16.49765718032949
16  57.4744  -0.3873  8  10.52420062771722  -15.97146682201424
16  57.4744  -0.3873  24  7.142495815272771  -15.098389183449365
17  58.441232  -0.470409  3.6  12.86346945236701  -16.6176547956976
17  58.441232  -0.470409  4.5  12.981485989119534  -16.76195505948316
17  58.441232  -0.470409  5.8  12.100126211123786  -16.49304590525263
17  58.441232  -0.470409  8  10.874109732604854  -16.111430463969292
17  58.441232  -0.470409  24  6.213195876296119  -14.726669207858704
18  59.217833  0.396467  3.6	14.3861	-17.2267
18  59.217833  0.396467  4.5	14.7799	-17.4813
18  59.217833  0.396467  5.8	15.4069	-17.8157
18  59.217833  0.396467  8	12.0385	-16.5772
18  59.217833  0.396467  24	8.3528	-15.5825
19  59.545904  0.776002  3.6  13.582983396554408  -16.90546037337256
19  59.545904  0.776002  4.5  13.485395310977148  -16.963518788226203
19  59.545904  0.776002  5.8  12.655696610952912  -16.71527406518428
19  59.545904  0.776002  8  10.622535001693347  -16.01080057160469
19  59.545904  0.776002  24  7.814676675659333  -15.36726152760399
20  61.3505  -0.1085  3.6  13.976194147933924  -17.062744673924367
20  61.3505  -0.1085  4.5  14.023691084643534  -17.17883709769276
20  61.3505  -0.1085  5.8  13.44281876679728  -17.030122927522026
20  61.3505  -0.1085  8  11.620357274397241  -16.409929480686245
20  61.3505  -0.1085  24  8.6593218185871  -15.705119584775096
21  63.349203  -0.768282  3.6  13.996239627022874  -17.070762865559946
21  63.349203  -0.768282  4.5  14.017404787942242  -17.176322579012243
21  63.349203  -0.768282  5.8  13.072838011345615  -16.88213062534136
21  63.349203  -0.768282  8  11.604214417548706  -16.403472337946834
21  63.349203  -0.768282  24  8.578328689303996  -15.672722333061854
23  299.398377  0.888066  3.6  12.840985215101545  -16.608661100791416
23  299.398377  0.888066  4.5  12.900389854088786  -16.72951660547086
23  299.398377  0.888066  5.8  12.449905834741138  -16.632957754699568
23  299.398377  0.888066  8  10.894550500894674  -16.11960677128522
23  299.398377  0.888066  24  7.485092721848119  -15.235427946079504
24  302.037426  -0.528374  3.6  13.122869352590678  -16.72141475578707
